,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
24,purA,141570000,106180000,70784000,146620000,91008000,126400000,121340000,65728000,106180000,91008000,80896000,166850000,146620000,116290000,65728000,91008000,85952000,111230000,85952000,85952000,96064000,101120000,121340000,126400000,106180000,85952000,85952000,96064000,85952000,70784000,96064000,85952000,111230000,106180000,146620000,166850000,187070000,126400000,267970000,399420000,667390000,85952000,106180000,75840000,91008000,75840000,70784000,1314600000
25,purC,96064000,96064000,80896000,96064000,85952000,182020000,126400000,85952000,85952000,85952000,80896000,80896000,106180000,91008000,70784000,111230000,106180000,106180000,91008000,91008000,131460000,85952000,126400000,80896000,101120000,65728000,55616000,70784000,45504000,80896000,111230000,116290000,171900000,166850000,237630000,121340000,176960000,141570000,237630000,697730000,546050000,96064000,156740000,96064000,111230000,96064000,106180000,1360100000
26,purD,65728000,85952000,75840000,111230000,106180000,242690000,111230000,75840000,121340000,101120000,75840000,141570000,80896000,75840000,65728000,60672000,70784000,80896000,96064000,65728000,101120000,85952000,111230000,136510000,55616000,60672000,50560000,55616000,55616000,55616000,101120000,106180000,141570000,156740000,197180000,202240000,197180000,136510000,242690000,819070000,854460000,96064000,298300000,106180000,80896000,75840000,65728000,1587600000
27,purF,106180000,80896000,75840000,106180000,101120000,171900000,106180000,65728000,530880000,485380000,80896000,85952000,101120000,75840000,65728000,101120000,80896000,96064000,106180000,65728000,111230000,101120000,116290000,85952000,101120000,35392000,50560000,65728000,70784000,60672000,96064000,106180000,131460000,131460000,141570000,106180000,161790000,101120000,237630000,773570000,808960000,101120000,247740000,101120000,75840000,96064000,60672000,1309500000
28,purL,75840000,85952000,75840000,80896000,91008000,298300000,116290000,60672000,116290000,121340000,80896000,151680000,96064000,80896000,65728000,60672000,65728000,91008000,126400000,60672000,111230000,75840000,91008000,116290000,70784000,65728000,60672000,55616000,55616000,65728000,70784000,75840000,166850000,182020000,171900000,187070000,232580000,131460000,308420000,814020000,859520000,101120000,242690000,85952000,91008000,96064000,75840000,1269100000
29,purM,106180000,75840000,80896000,101120000,91008000,136510000,101120000,70784000,111230000,106180000,70784000,91008000,91008000,55616000,80896000,70784000,75840000,116290000,80896000,80896000,116290000,96064000,106180000,85952000,111230000,40448000,70784000,55616000,55616000,50560000,85952000,80896000,156740000,166850000,187070000,136510000,166850000,131460000,237630000,829180000,834240000,80896000,202240000,91008000,80896000,91008000,55616000,1314600000
30,pyrB,80896000,151680000,176960000,111230000,101120000,146620000,313470000,85952000,75840000,75840000,75840000,146620000,96064000,116290000,45504000,75840000,91008000,80896000,96064000,96064000,70784000,101120000,101120000,116290000,65728000,65728000,50560000,45504000,80896000,55616000,85952000,101120000,182020000,161790000,222460000,192130000,126400000,106180000,338750000,546050000,626940000,91008000,540990000,91008000,80896000,85952000,70784000,1314600000
31,pyrC,111230000,136510000,141570000,192130000,116290000,111230000,101120000,85952000,111230000,126400000,55616000,96064000,111230000,116290000,91008000,80896000,116290000,101120000,121340000,111230000,101120000,126400000,121340000,70784000,121340000,55616000,70784000,91008000,91008000,60672000,75840000,126400000,146620000,141570000,141570000,126400000,187070000,141570000,414590000,657280000,535940000,96064000,318530000,136510000,111230000,131460000,55616000,1339800000
32,pyrD,101120000,187070000,202240000,182020000,111230000,136510000,106180000,85952000,101120000,96064000,91008000,151680000,121340000,141570000,106180000,106180000,121340000,106180000,146620000,126400000,106180000,101120000,141570000,131460000,106180000,101120000,80896000,111230000,101120000,111230000,91008000,75840000,166850000,171900000,202240000,212350000,262910000,136510000,480320000,778620000,621890000,121340000,606720000,111230000,116290000,121340000,70784000,1562300000
33,pyrE,131460000,237630000,293250000,267970000,146620000,227520000,212350000,96064000,111230000,161790000,156740000,217410000,151680000,212350000,146620000,156740000,141570000,156740000,156740000,227520000,156740000,131460000,126400000,136510000,146620000,141570000,151680000,176960000,141570000,161790000,136510000,156740000,70784000,60672000,257860000,182020000,540990000,126400000,389310000,748290000,874690000,151680000,687620000,126400000,141570000,171900000,55616000,1284200000
34,pyrF,141570000,207300000,227520000,232580000,121340000,176960000,171900000,85952000,116290000,141570000,166850000,197180000,166850000,202240000,146620000,146620000,151680000,146620000,151680000,227520000,156740000,131460000,116290000,136510000,156740000,136510000,136510000,161790000,146620000,151680000,131460000,151680000,91008000,65728000,364030000,182020000,525820000,126400000,374140000,697730000,849410000,136510000,576380000,111230000,126400000,156740000,75840000,1228600000
35,lysA,257860000,915140000,788740000,1061800000,687620000,207300000,364030000,1021300000,1274100000,1253900000,197180000,1218500000,176960000,1183100000,136510000,197180000,171900000,156740000,192130000,237630000,899970000,131460000,116290000,171900000,161790000,161790000,116290000,156740000,151680000,197180000,131460000,146620000,262910000,399420000,45504000,783680000,278080000,232580000,465150000,662340000,647170000,414590000,1188200000,247740000,222460000,227520000,50560000,1355000000
36,tyrA,455040000,434820000,465150000,449980000,156740000,106180000,500540000,793790000,1006100000,1006100000,91008000,935360000,91008000,1071900000,85952000,70784000,111230000,101120000,96064000,106180000,869630000,96064000,176960000,156740000,91008000,121340000,131460000,111230000,111230000,166850000,136510000,182020000,182020000,182020000,591550000,126400000,707840000,156740000,814020000,1011200000,960640000,131460000,1041500000,187070000,171900000,303360000,75840000,1319600000
37,trpA,758400000,1193200000,1218500000,874690000,743230000,166850000,449980000,313470000,1071900000,1036500000,80896000,1082000000,116290000,849410000,96064000,293250000,283140000,252800000,197180000,303360000,874690000,151680000,151680000,232580000,227520000,343810000,267970000,379200000,257860000,212350000,333700000,404480000,495490000,384260000,439870000,808960000,106180000,65728000,91008000,91008000,91008000,212350000,1102200000,262910000,293250000,283140000,55616000,1264000000
38,trpB,197180000,121340000,126400000,176960000,126400000,111230000,176960000,126400000,1233700000,1178000000,96064000,323580000,111230000,328640000,80896000,70784000,101120000,101120000,101120000,91008000,151680000,136510000,151680000,136510000,121340000,166850000,156740000,161790000,156740000,91008000,136510000,146620000,151680000,156740000,252800000,151680000,75840000,70784000,60672000,65728000,101120000,156740000,1097200000,131460000,111230000,161790000,60672000,1264000000
39,trpC,768510000,753340000,844350000,778620000,475260000,237630000,778620000,455040000,1279200000,1410600000,328640000,960640000,182020000,996030000,182020000,197180000,222460000,187070000,161790000,171900000,1001100000,161790000,182020000,222460000,247740000,323580000,313470000,374140000,298300000,252800000,338750000,465150000,318530000,328640000,434820000,819070000,111230000,70784000,70784000,75840000,1264000000,126400000,1056700000,353920000,333700000,515710000,55616000,1299400000
40,trpD,1132500000,1071900000,925250000,1036500000,980860000,652220000,1435900000,743230000,1562300000,1284200000,1001100000,1056700000,611780000,1258900000,404480000,768510000,520770000,540990000,379200000,561220000,1188200000,515710000,399420000,313470000,429760000,844350000,844350000,803900000,793790000,399420000,515710000,728060000,556160000,677500000,591550000,1021300000,106180000,75840000,65728000,75840000,313470000,404480000,1324700000,975810000,950530000,930300000,60672000,1309500000
41,trpE,915140000,975810000,1041500000,950530000,1082000000,232580000,1026400000,884800000,1365100000,1688700000,449980000,1380300000,414590000,1066800000,267970000,338750000,379200000,369090000,353920000,465150000,1233700000,369090000,510660000,455040000,414590000,798850000,869630000,834240000,940420000,586500000,460100000,596610000,591550000,814020000,389310000,1066800000,101120000,91008000,1198300000,353920000,60672000,803900000,1213400000,1016300000,1056700000,1031400000,50560000,1284200000
42,ilvC,70784000,85952000,75840000,85952000,91008000,146620000,1071900000,126400000,101120000,96064000,85952000,136510000,70784000,389310000,75840000,85952000,75840000,91008000,91008000,91008000,91008000,101120000,131460000,111230000,96064000,85952000,106180000,85952000,85952000,85952000,126400000,121340000,161790000,151680000,192130000,141570000,75840000,111230000,91008000,252800000,758400000,50560000,1087000000,60672000,60672000,50560000,50560000,1516800000
43,ilvE,1097200000,1087000000,1041500000,1036500000,996030000,763460000,530880000,1223600000,1173000000,1269100000,101120000,1122400000,1031400000,1167900000,394370000,136510000,141570000,131460000,156740000,495490000,1152800000,166850000,611780000,101120000,192130000,278080000,358980000,288190000,252800000,505600000,338750000,500540000,616830000,581440000,1173000000,1066800000,1021300000,930300000,1147700000,1147700000,1082000000,1082000000,45504000,1021300000,1243800000,1066800000,50560000,1294300000
44,leuB,85952000,116290000,80896000,96064000,106180000,75840000,728060000,323580000,75840000,85952000,96064000,136510000,80896000,85952000,70784000,80896000,85952000,85952000,85952000,85952000,91008000,101120000,141570000,126400000,101120000,75840000,111230000,80896000,96064000,75840000,141570000,126400000,141570000,156740000,207300000,278080000,111230000,111230000,460100000,884800000,925250000,60672000,1071900000,50560000,65728000,65728000,55616000,1279200000
45,leuD,116290000,65728000,80896000,96064000,91008000,70784000,697730000,197180000,70784000,70784000,80896000,101120000,111230000,80896000,96064000,75840000,75840000,106180000,70784000,80896000,96064000,91008000,136510000,96064000,116290000,75840000,106180000,85952000,101120000,65728000,121340000,106180000,136510000,136510000,202240000,166850000,126400000,80896000,404480000,935360000,950530000,45504000,1071900000,50560000,60672000,65728000,50560000,1294300000
46,leuC,166850000,96064000,85952000,96064000,116290000,85952000,596610000,207300000,70784000,75840000,85952000,141570000,80896000,111230000,70784000,80896000,91008000,75840000,80896000,75840000,80896000,96064000,131460000,116290000,106180000,91008000,126400000,65728000,96064000,75840000,136510000,121340000,141570000,161790000,202240000,212350000,101120000,111230000,470210000,864580000,945470000,65728000,1066800000,60672000,60672000,60672000,55616000,1314600000
47,Negative,96064000,60672000,60672000,55616000,55616000,60672000,65728000,50560000,70784000,60672000,50560000,75840000,91008000,80896000,60672000,60672000,60672000,60672000,65728000,65728000,75840000,75840000,70784000,60672000,106180000,65728000,60672000,60672000,45504000,65728000,75840000,80896000,75840000,60672000,35392000,65728000,91008000,55616000,50560000,40448000,45504000,45504000,55616000,60672000,70784000,55616000,55616000,1289300000
48,Positive,1496600000,1491500000,1466200000,1314600000,1435900000,1461200000,1542100000,1496600000,1430800000,1425800000,1486500000,1233700000,1350000000,1532000000,1420700000,1233700000,1375200000,1258900000,1319600000,1142700000,1178000000,1173000000,1218500000,1274100000,1284200000,1198300000,1264000000,1390400000,1213400000,1243800000,1233700000,1157800000,1334800000,1233700000,1223600000,1208400000,1188200000,1178000000,1183100000,1264000000,1425800000,1213400000,1223600000,1420700000,1258900000,1248800000,1228600000,1446000000
