,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
10,panD,75840000,96064000,85952000,217410000,278080000,187070000,546050000,80896000,91008000,70784000,91008000,960640000,50560000,1223600000,409540000,65728000,171900000,465150000,1360100000,1041500000,75840000,106180000,141570000,187070000,65728000,116290000,829180000,126400000,111230000,80896000,161790000,111230000,141570000,141570000,1319600000,1122400000,1183100000,1203300000,1203300000,1167900000,1198300000,91008000,1122400000,75840000,75840000,75840000,60672000,1334800000
11,serC,116290000,80896000,75840000,106180000,91008000,106180000,151680000,65728000,80896000,80896000,80896000,101120000,96064000,65728000,50560000,70784000,70784000,70784000,80896000,60672000,75840000,96064000,126400000,70784000,106180000,60672000,85952000,91008000,96064000,91008000,96064000,106180000,151680000,151680000,192130000,80896000,106180000,70784000,358980000,985920000,439870000,70784000,106180000,80896000,70784000,70784000,45504000,1309500000
12,cysC,202240000,111230000,116290000,313470000,156740000,333700000,970750000,1056700000,1076900000,930300000,171900000,146620000,96064000,96064000,111230000,85952000,106180000,106180000,1274100000,131460000,96064000,106180000,111230000,141570000,96064000,106180000,91008000,106180000,106180000,136510000,131460000,146620000,217410000,202240000,1375200000,1016300000,975810000,328640000,889860000,950530000,960640000,131460000,1127500000,121340000,131460000,126400000,80896000,1243800000
13,cysE,116290000,80896000,80896000,96064000,75840000,187070000,60672000,75840000,91008000,85952000,85952000,106180000,101120000,80896000,70784000,60672000,60672000,65728000,60672000,60672000,65728000,96064000,91008000,91008000,106180000,65728000,85952000,75840000,60672000,70784000,126400000,106180000,171900000,176960000,171900000,85952000,106180000,65728000,121340000,146620000,348860000,70784000,106180000,80896000,80896000,80896000,55616000,1339800000
14,cysH,288190000,136510000,187070000,814020000,176960000,429760000,490430000,1087000000,1011200000,990980000,101120000,161790000,96064000,106180000,111230000,85952000,116290000,101120000,1066800000,156740000,91008000,106180000,96064000,141570000,91008000,116290000,70784000,91008000,111230000,136510000,131460000,176960000,252800000,242690000,1173000000,1066800000,1066800000,434820000,1142700000,1097200000,1167900000,343810000,1082000000,136510000,131460000,232580000,75840000,1324700000
15,glnA,121340000,101120000,146620000,369090000,75840000,91008000,101120000,116290000,121340000,156740000,75840000,116290000,106180000,106180000,55616000,65728000,65728000,60672000,70784000,85952000,202240000,91008000,85952000,70784000,111230000,70784000,75840000,80896000,65728000,80896000,85952000,101120000,151680000,156740000,182020000,151680000,126400000,80896000,202240000,480320000,308420000,70784000,500540000,85952000,80896000,85952000,50560000,1304400000
16,serA,106180000,96064000,96064000,101120000,85952000,121340000,146620000,91008000,116290000,85952000,96064000,156740000,75840000,91008000,70784000,96064000,65728000,75840000,116290000,70784000,101120000,101120000,146620000,116290000,101120000,85952000,96064000,106180000,91008000,101120000,111230000,116290000,141570000,136510000,252800000,141570000,111230000,91008000,237630000,889860000,369090000,91008000,136510000,80896000,80896000,70784000,101120000,1309500000
17,hisB,101120000,85952000,85952000,106180000,96064000,96064000,101120000,106180000,91008000,116290000,75840000,136510000,151680000,131460000,75840000,111230000,70784000,116290000,111230000,91008000,212350000,116290000,141570000,101120000,101120000,85952000,70784000,85952000,70784000,106180000,116290000,126400000,156740000,151680000,176960000,136510000,131460000,96064000,182020000,571330000,449980000,91008000,146620000,85952000,85952000,91008000,50560000,1319600000
18,hisC,70784000,80896000,91008000,106180000,96064000,212350000,101120000,85952000,146620000,141570000,85952000,166850000,116290000,126400000,60672000,85952000,60672000,96064000,106180000,65728000,358980000,116290000,121340000,121340000,80896000,65728000,60672000,70784000,60672000,106180000,96064000,121340000,176960000,171900000,171900000,161790000,222460000,96064000,192130000,601660000,439870000,96064000,136510000,91008000,91008000,91008000,70784000,1279200000
19,hisD,131460000,75840000,85952000,106180000,96064000,1066800000,126400000,106180000,1324700000,1557200000,106180000,1127500000,176960000,925250000,85952000,156740000,116290000,121340000,101120000,171900000,1274100000,111230000,111230000,116290000,106180000,60672000,70784000,101120000,96064000,126400000,121340000,126400000,146620000,151680000,207300000,151680000,141570000,91008000,182020000,581440000,611780000,96064000,313470000,85952000,91008000,101120000,45504000,1274100000
20,hisI,111230000,111230000,116290000,207300000,106180000,131460000,222460000,151680000,121340000,1031400000,96064000,182020000,96064000,141570000,96064000,80896000,80896000,91008000,111230000,70784000,237630000,131460000,131460000,121340000,85952000,80896000,65728000,75840000,85952000,106180000,116290000,96064000,278080000,262910000,237630000,192130000,176960000,91008000,156740000,667390000,515710000,85952000,738180000,80896000,75840000,85952000,75840000,1223600000
21,metA,121340000,950530000,1051600000,131460000,136510000,187070000,1370200000,80896000,85952000,75840000,80896000,111230000,106180000,85952000,176960000,91008000,247740000,212350000,1127500000,369090000,80896000,141570000,121340000,80896000,111230000,75840000,101120000,91008000,80896000,70784000,111230000,116290000,161790000,166850000,1269100000,925250000,798850000,161790000,950530000,1036500000,1132500000,116290000,1178000000,70784000,75840000,85952000,55616000,1274100000
22,guaA,111230000,116290000,106180000,131460000,101120000,106180000,111230000,80896000,91008000,96064000,91008000,141570000,126400000,131460000,101120000,111230000,116290000,116290000,131460000,106180000,131460000,121340000,126400000,106180000,101120000,75840000,91008000,96064000,91008000,91008000,116290000,106180000,141570000,141570000,182020000,121340000,146620000,126400000,202240000,748290000,530880000,111230000,176960000,96064000,106180000,111230000,60672000,1269100000
23,guaB,116290000,308420000,232580000,197180000,156740000,131460000,151680000,116290000,146620000,136510000,126400000,131460000,131460000,141570000,126400000,121340000,111230000,121340000,121340000,131460000,141570000,121340000,106180000,146620000,116290000,96064000,111230000,106180000,116290000,111230000,121340000,131460000,111230000,136510000,121340000,187070000,136510000,136510000,176960000,591550000,535940000,121340000,556160000,131460000,131460000,136510000,96064000,1294300000
24,purA,111230000,96064000,96064000,101120000,91008000,131460000,126400000,75840000,106180000,85952000,91008000,146620000,101120000,96064000,75840000,91008000,80896000,85952000,85952000,91008000,91008000,131460000,156740000,126400000,101120000,65728000,70784000,70784000,70784000,70784000,91008000,91008000,126400000,101120000,151680000,151680000,116290000,111230000,217410000,283140000,566270000,91008000,101120000,65728000,75840000,65728000,65728000,1304400000
25,purC,121340000,101120000,85952000,111230000,91008000,273020000,136510000,85952000,85952000,85952000,96064000,85952000,121340000,116290000,85952000,91008000,111230000,96064000,111230000,101120000,136510000,131460000,126400000,111230000,91008000,70784000,65728000,80896000,60672000,85952000,121340000,106180000,161790000,161790000,182020000,85952000,156740000,111230000,257860000,748290000,581440000,96064000,202240000,91008000,111230000,85952000,70784000,1279200000
26,purD,85952000,101120000,91008000,96064000,106180000,369090000,116290000,65728000,116290000,106180000,80896000,156740000,106180000,106180000,70784000,75840000,65728000,80896000,91008000,85952000,116290000,121340000,121340000,141570000,50560000,65728000,75840000,80896000,70784000,65728000,101120000,106180000,151680000,156740000,176960000,207300000,267970000,121340000,308420000,879740000,864580000,91008000,369090000,85952000,80896000,85952000,70784000,1592600000
27,purF,116290000,91008000,85952000,111230000,106180000,187070000,111230000,65728000,849410000,667390000,91008000,96064000,106180000,80896000,65728000,85952000,80896000,91008000,101120000,80896000,131460000,126400000,121340000,91008000,96064000,55616000,55616000,91008000,85952000,70784000,116290000,101120000,146620000,151680000,136510000,126400000,182020000,101120000,252800000,864580000,884800000,101120000,308420000,96064000,91008000,116290000,65728000,1284200000
28,purL,96064000,101120000,91008000,111230000,96064000,323580000,106180000,75840000,136510000,121340000,85952000,151680000,111230000,91008000,80896000,70784000,80896000,85952000,85952000,85952000,106180000,111230000,116290000,126400000,65728000,70784000,70784000,65728000,65728000,70784000,80896000,85952000,176960000,171900000,182020000,187070000,247740000,121340000,318530000,808960000,874690000,96064000,278080000,70784000,91008000,101120000,70784000,1248800000
29,purM,116290000,101120000,101120000,121340000,96064000,192130000,106180000,85952000,126400000,111230000,80896000,96064000,106180000,96064000,96064000,85952000,80896000,96064000,101120000,85952000,126400000,121340000,116290000,85952000,106180000,50560000,70784000,70784000,55616000,60672000,121340000,85952000,166850000,171900000,161790000,131460000,171900000,106180000,252800000,859520000,814020000,91008000,262910000,101120000,96064000,96064000,60672000,1274100000
30,pyrB,91008000,156740000,197180000,131460000,101120000,161790000,389310000,101120000,91008000,85952000,75840000,151680000,91008000,131460000,75840000,91008000,91008000,96064000,106180000,106180000,70784000,116290000,116290000,116290000,85952000,85952000,70784000,65728000,75840000,70784000,80896000,116290000,146620000,141570000,202240000,192130000,131460000,96064000,379200000,576380000,601660000,80896000,485380000,85952000,80896000,80896000,65728000,1380300000
31,pyrC,111230000,136510000,187070000,176960000,101120000,121340000,96064000,96064000,101120000,85952000,70784000,116290000,131460000,126400000,85952000,80896000,85952000,91008000,96064000,106180000,96064000,126400000,121340000,80896000,126400000,75840000,65728000,65728000,55616000,80896000,75840000,91008000,156740000,141570000,156740000,116290000,374140000,85952000,465150000,677500000,540990000,91008000,429760000,85952000,96064000,96064000,55616000,1274100000
32,pyrD,106180000,187070000,197180000,247740000,116290000,166850000,121340000,111230000,101120000,91008000,80896000,166850000,131460000,171900000,116290000,121340000,116290000,121340000,111230000,121340000,111230000,141570000,141570000,136510000,131460000,80896000,75840000,96064000,106180000,126400000,106180000,91008000,166850000,176960000,212350000,227520000,369090000,136510000,520770000,788740000,621890000,106180000,717950000,121340000,116290000,116290000,85952000,1274100000
33,pyrE,156740000,232580000,278080000,252800000,171900000,242690000,217410000,106180000,146620000,176960000,166850000,227520000,176960000,227520000,161790000,166850000,156740000,166850000,156740000,257860000,151680000,131460000,121340000,121340000,166850000,161790000,131460000,217410000,171900000,192130000,151680000,187070000,116290000,116290000,293250000,728060000,586500000,131460000,419650000,743230000,773570000,161790000,652220000,146620000,151680000,187070000,50560000,1289300000
34,pyrF,161790000,207300000,247740000,232580000,151680000,222460000,187070000,106180000,136510000,156740000,156740000,197180000,171900000,212350000,141570000,156740000,151680000,146620000,146620000,247740000,146620000,131460000,111230000,131460000,197180000,156740000,126400000,212350000,161790000,212350000,136510000,166850000,101120000,106180000,424700000,187070000,586500000,136510000,424700000,723010000,763460000,146620000,606720000,136510000,141570000,171900000,45504000,1274100000
35,lysA,252800000,985920000,1046600000,1107300000,849410000,318530000,424700000,990980000,1243800000,1324700000,161790000,1188200000,161790000,1218500000,156740000,192130000,151680000,171900000,217410000,262910000,955580000,161790000,106180000,146620000,166850000,176960000,121340000,207300000,156740000,252800000,131460000,197180000,293250000,424700000,55616000,773570000,318530000,247740000,697730000,910080000,677500000,379200000,1173000000,212350000,207300000,242690000,40448000,1299400000
36,tyrA,444930000,449980000,485380000,530880000,161790000,146620000,530880000,819070000,996030000,1076900000,101120000,970750000,91008000,1076900000,101120000,91008000,101120000,111230000,111230000,116290000,869630000,111230000,171900000,146620000,96064000,146620000,156740000,146620000,116290000,217410000,176960000,192130000,197180000,187070000,687620000,182020000,768510000,156740000,884800000,1041500000,940420000,161790000,1061800000,212350000,171900000,328640000,80896000,1279200000
37,trpA,965700000,884800000,910080000,687620000,621890000,136510000,298300000,394370000,1076900000,1011200000,91008000,1076900000,106180000,889860000,96064000,171900000,217410000,141570000,182020000,348860000,940420000,192130000,141570000,242690000,237630000,328640000,283140000,369090000,278080000,247740000,358980000,460100000,561220000,591550000,358980000,803900000,116290000,75840000,80896000,80896000,126400000,237630000,1127500000,303360000,323580000,470210000,55616000,1274100000
38,trpB,207300000,131460000,131460000,182020000,141570000,131460000,187070000,151680000,1243800000,1026400000,101120000,419650000,80896000,364030000,80896000,70784000,85952000,96064000,80896000,85952000,146620000,141570000,146620000,136510000,116290000,171900000,151680000,166850000,156740000,111230000,131460000,146620000,166850000,161790000,257860000,176960000,65728000,85952000,65728000,70784000,101120000,146620000,1031400000,126400000,121340000,166850000,60672000,1233700000
39,trpC,839300000,707840000,753340000,869630000,490430000,278080000,672450000,505600000,1339800000,1446000000,283140000,1006100000,192130000,1016300000,187070000,207300000,197180000,197180000,176960000,202240000,970750000,207300000,182020000,232580000,207300000,333700000,288190000,389310000,293250000,298300000,369090000,449980000,323580000,343810000,465150000,793790000,111230000,75840000,70784000,65728000,1304400000,141570000,1350000000,409540000,379200000,485380000,55616000,1248800000
40,trpD,1152800000,990980000,1112300000,985920000,1021300000,920190000,1334800000,1056700000,1380300000,1294300000,1006100000,1006100000,566270000,1258900000,444930000,778620000,510660000,495490000,353920000,728060000,1248800000,687620000,465150000,338750000,439870000,849410000,859520000,808960000,879740000,485380000,556160000,728060000,581440000,601660000,728060000,960640000,116290000,80896000,75840000,75840000,404480000,338750000,1233700000,819070000,854460000,1011200000,60672000,1258900000
41,trpE,990980000,1021300000,975810000,814020000,1021300000,369090000,990980000,1061800000,1258900000,1248800000,384260000,1117400000,424700000,1117400000,288190000,298300000,389310000,389310000,364030000,540990000,1213400000,530880000,414590000,510660000,353920000,824130000,849410000,829180000,829180000,601660000,465150000,596610000,606720000,829180000,348860000,1051600000,116290000,85952000,1395500000,449980000,55616000,702780000,1117400000,930300000,990980000,1137600000,45504000,1299400000
42,ilvC,85952000,91008000,91008000,91008000,101120000,662340000,1082000000,222460000,106180000,85952000,91008000,293250000,65728000,687620000,85952000,91008000,85952000,85952000,96064000,121340000,80896000,116290000,131460000,131460000,96064000,85952000,106180000,80896000,85952000,85952000,121340000,111230000,151680000,156740000,237630000,136510000,141570000,96064000,91008000,202240000,667390000,40448000,1046600000,55616000,65728000,55616000,55616000,1537000000
43,ilvE,1061800000,1026400000,1021300000,1031400000,975810000,1071900000,207300000,1097200000,1137600000,1087000000,121340000,1117400000,1102200000,1071900000,414590000,136510000,126400000,131460000,192130000,682560000,1041500000,197180000,611780000,111230000,166850000,247740000,328640000,252800000,207300000,753340000,348860000,596610000,616830000,571330000,1223600000,1056700000,996030000,894910000,1056700000,1127500000,1061800000,1102200000,50560000,1127500000,1051600000,1137600000,35392000,1269100000
44,leuB,91008000,96064000,80896000,96064000,106180000,91008000,546050000,207300000,85952000,85952000,80896000,166850000,96064000,116290000,96064000,70784000,85952000,85952000,75840000,80896000,85952000,116290000,141570000,126400000,101120000,80896000,111230000,80896000,96064000,101120000,116290000,106180000,146620000,146620000,207300000,242690000,151680000,80896000,424700000,839300000,869630000,65728000,1102200000,60672000,70784000,75840000,50560000,1269100000
45,leuD,126400000,85952000,85952000,96064000,85952000,85952000,642110000,212350000,80896000,75840000,85952000,146620000,121340000,182020000,91008000,101120000,91008000,75840000,70784000,85952000,80896000,126400000,136510000,80896000,121340000,80896000,101120000,80896000,96064000,106180000,126400000,116290000,136510000,136510000,207300000,161790000,106180000,70784000,444930000,894910000,945470000,50560000,1132500000,50560000,65728000,60672000,50560000,1284200000
46,leuC,151680000,101120000,85952000,91008000,111230000,85952000,510660000,323580000,91008000,91008000,80896000,182020000,106180000,262910000,85952000,75840000,96064000,91008000,101120000,85952000,80896000,116290000,146620000,121340000,106180000,91008000,116290000,91008000,85952000,85952000,136510000,121340000,166850000,161790000,227520000,222460000,85952000,116290000,520770000,955580000,894910000,55616000,1076900000,50560000,60672000,60672000,50560000,1279200000
47,Negative,111230000,55616000,80896000,65728000,65728000,60672000,65728000,65728000,70784000,75840000,65728000,85952000,116290000,80896000,75840000,75840000,60672000,80896000,65728000,70784000,80896000,101120000,111230000,60672000,101120000,60672000,65728000,65728000,55616000,60672000,75840000,80896000,70784000,70784000,30336000,60672000,96064000,50560000,45504000,40448000,40448000,40448000,55616000,70784000,65728000,45504000,35392000,1319600000
48,Positive,1506700000,1466200000,1193200000,1537000000,1481400000,1233700000,1466200000,1193200000,1167900000,1198300000,1208400000,1183100000,1410600000,1284200000,1193200000,1466200000,1355000000,1208400000,1324700000,1370200000,1127500000,1198300000,1157800000,1178000000,1350000000,1309500000,1167900000,1375200000,1360100000,1167900000,1284200000,1279200000,1279200000,1208400000,1188200000,1188200000,1461200000,1162900000,1213400000,1183100000,1435900000,1243800000,1516800000,1147700000,1167900000,1152800000,1248800000,1289300000
