,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
10,panD,45504000,85952000,60672000,222460000,985920000,1228600000,1157800000,60672000,65728000,45504000,80896000,434820000,85952000,1451100000,419650000,141570000,551100000,1071900000,1329700000,975810000,60672000,70784000,111230000,146620000,96064000,136510000,551100000,182020000,131460000,96064000,171900000,136510000,151680000,151680000,1132500000,1355000000,1127500000,1309500000,1324700000,1592600000,1491500000,96064000,1173000000,75840000,75840000,75840000,75840000,1284200000
11,serC,106180000,70784000,55616000,91008000,80896000,156740000,136510000,45504000,50560000,55616000,50560000,85952000,85952000,60672000,50560000,65728000,75840000,85952000,106180000,55616000,70784000,55616000,101120000,60672000,111230000,85952000,96064000,91008000,91008000,96064000,101120000,121340000,131460000,136510000,237630000,96064000,465150000,91008000,535940000,960640000,814020000,91008000,141570000,91008000,65728000,70784000,60672000,1253900000
12,cysC,930300000,101120000,101120000,1132500000,257860000,728060000,920190000,915140000,156740000,131460000,106180000,126400000,75840000,91008000,136510000,111230000,111230000,111230000,1339800000,212350000,80896000,85952000,85952000,116290000,111230000,106180000,111230000,106180000,111230000,141570000,161790000,176960000,273020000,288190000,1036500000,884800000,894910000,687620000,829180000,905020000,980860000,935360000,1248800000,394370000,323580000,485380000,96064000,1274100000
13,cysE,101120000,55616000,70784000,65728000,60672000,308420000,55616000,50560000,60672000,50560000,60672000,91008000,75840000,91008000,60672000,65728000,60672000,85952000,91008000,60672000,55616000,55616000,96064000,70784000,106180000,80896000,96064000,80896000,85952000,101120000,101120000,111230000,161790000,151680000,136510000,111230000,116290000,96064000,166850000,667390000,1102200000,96064000,1087000000,80896000,75840000,75840000,45504000,1269100000
14,cysH,606720000,546050000,707840000,1071900000,343810000,525820000,657280000,1269100000,960640000,1132500000,85952000,146620000,70784000,91008000,111230000,91008000,116290000,96064000,1360100000,187070000,75840000,96064000,85952000,116290000,111230000,106180000,96064000,96064000,101120000,131460000,151680000,161790000,318530000,424700000,1056700000,925250000,925250000,662340000,1173000000,1056700000,996030000,1006100000,1157800000,151680000,96064000,293250000,85952000,1309500000
15,glnA,106180000,111230000,136510000,515710000,70784000,70784000,91008000,91008000,192130000,176960000,65728000,101120000,91008000,116290000,60672000,65728000,55616000,45504000,75840000,75840000,333700000,70784000,106180000,60672000,106180000,85952000,91008000,75840000,85952000,75840000,111230000,131460000,126400000,136510000,192130000,217410000,136510000,101120000,247740000,540990000,338750000,121340000,1051600000,96064000,91008000,126400000,60672000,1284200000
16,serA,192130000,91008000,85952000,96064000,75840000,166850000,161790000,65728000,106180000,116290000,85952000,151680000,70784000,80896000,65728000,91008000,75840000,80896000,242690000,65728000,96064000,85952000,126400000,116290000,111230000,116290000,106180000,101120000,111230000,116290000,136510000,126400000,156740000,151680000,343810000,151680000,106180000,146620000,257860000,1082000000,652220000,106180000,187070000,85952000,116290000,111230000,85952000,1496600000
17,hisB,96064000,101120000,80896000,96064000,116290000,121340000,96064000,80896000,207300000,182020000,85952000,151680000,106180000,136510000,65728000,101120000,121340000,101120000,106180000,96064000,485380000,126400000,121340000,111230000,101120000,91008000,101120000,96064000,106180000,101120000,111230000,116290000,131460000,141570000,182020000,182020000,151680000,131460000,207300000,662340000,414590000,106180000,197180000,106180000,111230000,121340000,70784000,1264000000
18,hisC,96064000,80896000,80896000,96064000,111230000,647170000,91008000,80896000,692670000,546050000,96064000,166850000,111230000,136510000,91008000,101120000,111230000,91008000,111230000,80896000,788740000,106180000,131460000,131460000,101120000,80896000,91008000,75840000,75840000,80896000,96064000,101120000,202240000,182020000,207300000,187070000,278080000,126400000,222460000,829180000,520770000,121340000,202240000,111230000,111230000,116290000,91008000,1264000000
19,hisD,136510000,85952000,75840000,96064000,96064000,1112300000,116290000,85952000,1046600000,1218500000,131460000,1016300000,247740000,985920000,75840000,161790000,126400000,116290000,96064000,586500000,1112300000,131460000,121340000,126400000,121340000,85952000,85952000,85952000,96064000,85952000,85952000,111230000,126400000,141570000,333700000,217410000,176960000,116290000,237630000,788740000,657280000,182020000,889860000,101120000,111230000,116290000,75840000,1319600000
20,hisI,116290000,121340000,126400000,429760000,96064000,232580000,328640000,257860000,1107300000,925250000,91008000,176960000,101120000,207300000,85952000,91008000,85952000,80896000,171900000,60672000,889860000,111230000,131460000,131460000,85952000,85952000,80896000,75840000,80896000,111230000,101120000,106180000,444930000,404480000,358980000,267970000,480320000,121340000,212350000,834240000,824130000,136510000,1258900000,85952000,91008000,101120000,85952000,1334800000
21,metA,96064000,1248800000,1294300000,176960000,252800000,465150000,1243800000,55616000,65728000,55616000,70784000,85952000,101120000,106180000,369090000,75840000,404480000,298300000,1122400000,824130000,65728000,121340000,141570000,75840000,111230000,96064000,96064000,96064000,91008000,60672000,91008000,121340000,161790000,171900000,1127500000,889860000,1051600000,364030000,1006100000,1041500000,1076900000,80896000,1223600000,85952000,85952000,111230000,60672000,1258900000
22,guaA,116290000,141570000,106180000,151680000,126400000,121340000,126400000,75840000,111230000,106180000,106180000,116290000,126400000,146620000,111230000,126400000,126400000,121340000,126400000,116290000,151680000,121340000,126400000,106180000,106180000,96064000,96064000,80896000,75840000,70784000,106180000,106180000,106180000,111230000,212350000,136510000,166850000,156740000,257860000,803900000,783680000,136510000,288190000,136510000,141570000,141570000,111230000,1274100000
23,guaB,141570000,520770000,252800000,303360000,182020000,106180000,156740000,111230000,116290000,111230000,121340000,141570000,131460000,136510000,126400000,116290000,146620000,116290000,111230000,116290000,161790000,106180000,106180000,136510000,106180000,106180000,101120000,106180000,101120000,96064000,96064000,106180000,101120000,96064000,121340000,171900000,156740000,131460000,212350000,581440000,707840000,106180000,763460000,116290000,121340000,121340000,116290000,1324700000
24,purA,96064000,121340000,91008000,106180000,96064000,247740000,146620000,96064000,96064000,85952000,80896000,136510000,111230000,146620000,70784000,111230000,101120000,101120000,116290000,75840000,96064000,116290000,126400000,126400000,116290000,121340000,111230000,146620000,106180000,96064000,116290000,126400000,136510000,141570000,171900000,166850000,313470000,131460000,328640000,480320000,743230000,91008000,131460000,85952000,106180000,91008000,80896000,1304400000
25,purC,116290000,116290000,96064000,116290000,106180000,257860000,131460000,75840000,80896000,85952000,80896000,75840000,106180000,101120000,65728000,111230000,126400000,101120000,111230000,85952000,146620000,111230000,131460000,111230000,106180000,60672000,50560000,70784000,45504000,70784000,111230000,111230000,187070000,187070000,293250000,106180000,242690000,151680000,328640000,864580000,819070000,106180000,257860000,101120000,131460000,121340000,141570000,1334800000
26,purD,80896000,101120000,96064000,126400000,101120000,520770000,131460000,80896000,111230000,101120000,80896000,136510000,80896000,80896000,60672000,65728000,96064000,91008000,96064000,80896000,146620000,96064000,106180000,116290000,55616000,65728000,60672000,70784000,60672000,70784000,91008000,101120000,141570000,116290000,323580000,197180000,242690000,131460000,364030000,965700000,975810000,80896000,758400000,131460000,85952000,75840000,70784000,1491500000
27,purF,111230000,96064000,85952000,106180000,106180000,202240000,126400000,75840000,566270000,455040000,70784000,85952000,96064000,85952000,60672000,85952000,85952000,111230000,96064000,80896000,116290000,111230000,116290000,96064000,96064000,50560000,60672000,60672000,65728000,65728000,75840000,96064000,141570000,131460000,166850000,121340000,247740000,111230000,293250000,915140000,1001100000,85952000,465150000,80896000,70784000,101120000,60672000,1284200000
28,purL,75840000,101120000,96064000,111230000,101120000,586500000,156740000,80896000,131460000,121340000,85952000,136510000,101120000,96064000,60672000,60672000,70784000,80896000,116290000,60672000,156740000,80896000,106180000,116290000,65728000,70784000,65728000,65728000,75840000,70784000,85952000,96064000,192130000,161790000,328640000,207300000,338750000,136510000,434820000,940420000,920190000,75840000,551100000,75840000,70784000,85952000,60672000,1269100000
29,purM,111230000,91008000,91008000,131460000,101120000,197180000,126400000,65728000,121340000,106180000,80896000,91008000,96064000,70784000,65728000,65728000,75840000,121340000,101120000,75840000,156740000,91008000,106180000,75840000,96064000,60672000,80896000,60672000,50560000,65728000,85952000,96064000,192130000,166850000,293250000,136510000,212350000,136510000,308420000,985920000,884800000,70784000,374140000,70784000,70784000,85952000,60672000,1294300000
30,pyrB,96064000,202240000,232580000,141570000,131460000,293250000,637060000,116290000,80896000,91008000,85952000,131460000,106180000,136510000,50560000,91008000,85952000,80896000,116290000,131460000,80896000,96064000,121340000,111230000,96064000,70784000,55616000,60672000,85952000,60672000,85952000,131460000,192130000,202240000,303360000,262910000,166850000,111230000,449980000,647170000,738180000,80896000,1142700000,85952000,70784000,91008000,60672000,1279200000
31,pyrC,116290000,182020000,187070000,439870000,136510000,131460000,116290000,106180000,141570000,136510000,101120000,151680000,121340000,141570000,106180000,116290000,121340000,116290000,116290000,121340000,126400000,111230000,116290000,126400000,121340000,75840000,101120000,106180000,111230000,96064000,75840000,116290000,136510000,136510000,171900000,222460000,444930000,141570000,515710000,844350000,632000000,91008000,753340000,106180000,101120000,126400000,80896000,1329700000
32,pyrD,116290000,303360000,298300000,449980000,126400000,217410000,116290000,111230000,111230000,131460000,96064000,171900000,141570000,187070000,111230000,116290000,151680000,141570000,131460000,156740000,146620000,136510000,141570000,126400000,111230000,111230000,116290000,121340000,106180000,156740000,136510000,96064000,166850000,171900000,222460000,298300000,621890000,161790000,601660000,960640000,758400000,116290000,1087000000,126400000,116290000,131460000,85952000,1537000000
33,pyrE,151680000,374140000,505600000,576380000,156740000,439870000,242690000,96064000,136510000,166850000,171900000,252800000,182020000,257860000,151680000,161790000,161790000,182020000,156740000,323580000,151680000,131460000,116290000,136510000,187070000,166850000,151680000,197180000,161790000,197180000,146620000,182020000,106180000,96064000,374140000,247740000,783680000,121340000,495490000,773570000,849410000,91008000,940420000,85952000,96064000,151680000,60672000,1299400000
34,pyrF,166850000,318530000,409540000,485380000,161790000,257860000,182020000,91008000,131460000,151680000,161790000,252800000,192130000,257860000,146620000,146620000,156740000,156740000,151680000,273020000,182020000,121340000,126400000,131460000,182020000,146620000,146620000,187070000,156740000,217410000,146620000,176960000,106180000,91008000,642110000,242690000,819070000,106180000,515710000,723010000,849410000,75840000,1157800000,60672000,70784000,121340000,45504000,1279200000
35,lysA,667390000,965700000,829180000,945470000,1198300000,743230000,520770000,1102200000,1162900000,1360100000,227520000,1198300000,197180000,1147700000,176960000,303360000,161790000,161790000,242690000,358980000,1071900000,146620000,111230000,197180000,176960000,197180000,131460000,227520000,207300000,273020000,166850000,222460000,348860000,596610000,40448000,1082000000,470210000,338750000,793790000,778620000,945470000,1031400000,1370200000,414590000,424700000,323580000,25280000,1370200000
36,tyrA,930300000,910080000,884800000,763460000,278080000,252800000,894910000,996030000,1031400000,1041500000,111230000,864580000,131460000,915140000,151680000,80896000,146620000,141570000,171900000,146620000,869630000,116290000,212350000,161790000,126400000,176960000,151680000,156740000,146620000,262910000,202240000,273020000,227520000,242690000,910080000,141570000,894910000,202240000,874690000,1142700000,1006100000,601660000,1162900000,844350000,687620000,920190000,60672000,1380300000
37,trpA,854460000,1258900000,1294300000,783680000,854460000,717950000,773570000,535940000,1157800000,1162900000,171900000,950530000,126400000,930300000,126400000,1082000000,369090000,313470000,262910000,535940000,990980000,207300000,192130000,298300000,303360000,495490000,358980000,561220000,308420000,348860000,500540000,677500000,773570000,814020000,763460000,894910000,96064000,55616000,65728000,65728000,60672000,242690000,1107300000,540990000,662340000,803900000,50560000,1279200000
38,trpB,267970000,146620000,151680000,273020000,151680000,166850000,267970000,212350000,1117400000,1112300000,101120000,561220000,106180000,515710000,96064000,75840000,106180000,106180000,121340000,96064000,348860000,151680000,151680000,126400000,161790000,171900000,156740000,166850000,161790000,131460000,146620000,156740000,171900000,176960000,308420000,252800000,85952000,85952000,50560000,45504000,60672000,343810000,1299400000,252800000,156740000,283140000,55616000,1299400000
39,trpC,905020000,819070000,1056700000,793790000,662340000,394370000,940420000,723010000,1350000000,1435900000,525820000,899970000,207300000,1006100000,227520000,278080000,247740000,232580000,187070000,182020000,1011200000,202240000,207300000,283140000,303360000,449980000,394370000,515710000,404480000,353920000,490430000,606720000,429760000,480320000,657280000,985920000,106180000,65728000,55616000,40448000,1526900000,116290000,1279200000,586500000,546050000,763460000,45504000,1309500000
40,trpD,1173000000,1011200000,879740000,1011200000,930300000,637060000,1491500000,753340000,1734200000,1461200000,960640000,1031400000,1071900000,1213400000,485380000,970750000,652220000,657280000,571330000,692670000,1097200000,753340000,434820000,364030000,626940000,950530000,1001100000,894910000,910080000,561220000,647170000,824130000,667390000,763460000,677500000,1102200000,106180000,75840000,75840000,75840000,328640000,950530000,1370200000,894910000,905020000,930300000,60672000,1314600000
41,trpE,884800000,894910000,1011200000,975810000,980860000,460100000,996030000,1011200000,1481400000,1860600000,874690000,1365100000,940420000,990980000,293250000,616830000,414590000,419650000,379200000,687620000,1132500000,566270000,621890000,586500000,697730000,925250000,1016300000,975810000,1006100000,763460000,586500000,743230000,743230000,829180000,733120000,1071900000,85952000,65728000,1506700000,389310000,35392000,1031400000,1228600000,1071900000,1147700000,990980000,65728000,1375200000
42,ilvC,85952000,101120000,91008000,91008000,101120000,1097200000,975810000,581440000,96064000,80896000,101120000,136510000,65728000,1102200000,96064000,75840000,91008000,101120000,267970000,101120000,80896000,101120000,126400000,121340000,101120000,80896000,111230000,80896000,106180000,101120000,126400000,136510000,161790000,156740000,702780000,232580000,247740000,161790000,146620000,535940000,1046600000,25280000,1304400000,35392000,25280000,30336000,40448000,1451100000
43,ilvE,1061800000,1178000000,1223600000,1228600000,960640000,1102200000,945470000,1223600000,1132500000,1274100000,131460000,1102200000,1036500000,1178000000,960640000,171900000,192130000,166850000,414590000,1147700000,1238700000,333700000,940420000,146620000,283140000,632000000,723010000,632000000,419650000,970750000,783680000,920190000,1076900000,889860000,1248800000,1117400000,1087000000,960640000,1370200000,1167900000,1203300000,1360100000,15168000,1188200000,1309500000,1258900000,30336000,1355000000
44,leuB,116290000,106180000,96064000,166850000,106180000,106180000,1031400000,874690000,80896000,96064000,91008000,131460000,75840000,187070000,75840000,75840000,91008000,85952000,116290000,70784000,80896000,96064000,141570000,111230000,121340000,80896000,106180000,65728000,101120000,111230000,116290000,131460000,156740000,161790000,333700000,859520000,369090000,146620000,702780000,849410000,884800000,35392000,1279200000,20224000,30336000,35392000,45504000,1355000000
45,leuD,126400000,91008000,91008000,111230000,101120000,116290000,829180000,788740000,80896000,75840000,80896000,111230000,106180000,171900000,80896000,70784000,80896000,116290000,60672000,70784000,65728000,101120000,121340000,91008000,131460000,91008000,116290000,80896000,101120000,96064000,106180000,121340000,141570000,131460000,293250000,637060000,192130000,116290000,728060000,905020000,925250000,35392000,1178000000,15168000,25280000,40448000,35392000,1344900000
46,leuC,394370000,96064000,80896000,131460000,111230000,91008000,980860000,829180000,96064000,91008000,91008000,136510000,80896000,495490000,65728000,80896000,80896000,75840000,75840000,75840000,65728000,101120000,131460000,111230000,116290000,96064000,111230000,75840000,85952000,91008000,131460000,131460000,151680000,161790000,308420000,642110000,308420000,96064000,763460000,869630000,910080000,25280000,1309500000,25280000,25280000,40448000,30336000,1344900000
47,Negative,101120000,75840000,70784000,60672000,60672000,65728000,65728000,55616000,70784000,70784000,65728000,80896000,101120000,91008000,55616000,75840000,60672000,55616000,65728000,50560000,101120000,75840000,80896000,55616000,96064000,45504000,65728000,60672000,50560000,50560000,75840000,75840000,60672000,50560000,30336000,60672000,91008000,50560000,30336000,35392000,40448000,30336000,30336000,35392000,45504000,50560000,50560000,1324700000
48,Positive,1370200000,1365100000,1344900000,1339800000,1264000000,1329700000,1441000000,1375200000,1274100000,1395500000,1258900000,1264000000,1329700000,1597700000,1390400000,1334800000,1365100000,1380300000,1395500000,1173000000,1157800000,1188200000,1218500000,1208400000,1294300000,1248800000,1248800000,1400500000,1228600000,1228600000,1193200000,1167900000,1415700000,1228600000,1228600000,1193200000,1223600000,1284200000,1253900000,1329700000,1441000000,1258900000,1233700000,1294300000,1329700000,1314600000,1253900000,1466200000
