,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
15,glnA,126400000,126400000,182020000,682560000,80896000,101120000,101120000,116290000,217410000,217410000,70784000,141570000,101120000,126400000,55616000,75840000,60672000,50560000,60672000,80896000,394370000,96064000,85952000,70784000,106180000,65728000,70784000,85952000,60672000,65728000,91008000,96064000,126400000,126400000,212350000,237630000,136510000,91008000,262910000,576380000,323580000,101120000,1076900000,75840000,96064000,141570000,96064000,1329700000
16,serA,106180000,91008000,96064000,96064000,85952000,176960000,171900000,80896000,111230000,96064000,91008000,166850000,70784000,91008000,70784000,126400000,60672000,70784000,232580000,75840000,80896000,91008000,141570000,126400000,106180000,101120000,91008000,121340000,85952000,101120000,101120000,106180000,146620000,141570000,384260000,141570000,136510000,111230000,313470000,869630000,576380000,96064000,171900000,91008000,91008000,116290000,111230000,1360100000
17,hisB,111230000,101120000,91008000,121340000,116290000,121340000,96064000,91008000,187070000,161790000,75840000,151680000,116290000,151680000,75840000,96064000,91008000,106180000,106180000,80896000,449980000,111230000,116290000,101120000,106180000,96064000,85952000,91008000,70784000,111230000,111230000,116290000,156740000,141570000,187070000,161790000,141570000,116290000,192130000,733120000,490430000,101120000,207300000,91008000,101120000,96064000,55616000,1365100000
18,hisC,80896000,85952000,96064000,111230000,101120000,758400000,101120000,80896000,394370000,267970000,91008000,146620000,126400000,151680000,80896000,91008000,85952000,101120000,121340000,75840000,788740000,131460000,121340000,116290000,85952000,75840000,65728000,70784000,65728000,91008000,91008000,111230000,202240000,171900000,192130000,171900000,318530000,116290000,212350000,728060000,490430000,111230000,212350000,106180000,101120000,101120000,75840000,1324700000
19,hisD,141570000,85952000,96064000,121340000,101120000,1243800000,141570000,182020000,1334800000,1521900000,156740000,1269100000,273020000,1066800000,91008000,252800000,131460000,116290000,85952000,364030000,1299400000,111230000,111230000,121340000,116290000,80896000,70784000,96064000,70784000,101120000,91008000,116290000,141570000,166850000,338750000,227520000,247740000,111230000,267970000,935360000,773570000,202240000,950530000,101120000,106180000,116290000,85952000,1334800000
20,hisI,116290000,121340000,116290000,384260000,91008000,257860000,343810000,262910000,1132500000,1142700000,85952000,192130000,91008000,202240000,96064000,75840000,65728000,101120000,182020000,60672000,915140000,131460000,131460000,121340000,85952000,70784000,60672000,70784000,80896000,101120000,106180000,101120000,374140000,348860000,323580000,247740000,485380000,111230000,197180000,829180000,758400000,121340000,1076900000,101120000,96064000,101120000,80896000,1243800000
21,metA,111230000,1152800000,1107300000,348860000,262910000,1243800000,1410600000,70784000,65728000,55616000,91008000,91008000,101120000,106180000,353920000,80896000,480320000,455040000,1173000000,915140000,65728000,131460000,141570000,80896000,106180000,70784000,85952000,80896000,70784000,65728000,91008000,151680000,146620000,171900000,1152800000,925250000,1001100000,490430000,980860000,1036500000,1066800000,111230000,1228600000,182020000,212350000,222460000,75840000,1264000000
22,guaA,106180000,126400000,111230000,141570000,111230000,116290000,121340000,75840000,91008000,96064000,91008000,131460000,121340000,166850000,101120000,116290000,126400000,121340000,121340000,121340000,141570000,116290000,121340000,85952000,101120000,75840000,65728000,65728000,65728000,65728000,70784000,80896000,101120000,101120000,247740000,126400000,202240000,131460000,257860000,829180000,738180000,121340000,318530000,111230000,111230000,116290000,80896000,1309500000
23,guaB,116290000,455040000,293250000,237630000,151680000,91008000,136510000,101120000,106180000,121340000,111230000,136510000,146620000,141570000,121340000,111230000,116290000,106180000,111230000,111230000,146620000,116290000,101120000,136510000,91008000,96064000,85952000,70784000,70784000,80896000,85952000,106180000,91008000,96064000,106180000,187070000,156740000,131460000,197180000,723010000,667390000,111230000,1142700000,111230000,116290000,121340000,101120000,1334800000
24,purA,106180000,85952000,85952000,91008000,85952000,187070000,136510000,70784000,116290000,80896000,80896000,151680000,101120000,126400000,65728000,75840000,85952000,80896000,91008000,91008000,101120000,131460000,151680000,126400000,101120000,106180000,80896000,65728000,75840000,80896000,85952000,85952000,101120000,101120000,166850000,151680000,131460000,111230000,252800000,313470000,596610000,91008000,121340000,80896000,121340000,75840000,75840000,1329700000
25,purC,101120000,96064000,91008000,121340000,121340000,429760000,131460000,85952000,80896000,80896000,85952000,101120000,106180000,121340000,96064000,91008000,106180000,116290000,121340000,111230000,156740000,126400000,126400000,121340000,96064000,85952000,60672000,85952000,70784000,91008000,116290000,121340000,161790000,166850000,278080000,116290000,187070000,131460000,358980000,955580000,798850000,111230000,369090000,111230000,116290000,106180000,75840000,1329700000
26,purD,80896000,91008000,80896000,111230000,96064000,753340000,116290000,65728000,101120000,96064000,85952000,146620000,96064000,116290000,75840000,75840000,80896000,96064000,106180000,80896000,136510000,116290000,121340000,131460000,75840000,75840000,65728000,70784000,70784000,70784000,91008000,116290000,161790000,156740000,252800000,222460000,328640000,141570000,460100000,940420000,965700000,96064000,889860000,91008000,85952000,91008000,75840000,1491500000
27,purF,141570000,101120000,96064000,106180000,111230000,187070000,121340000,60672000,803900000,642110000,75840000,85952000,96064000,75840000,70784000,91008000,91008000,96064000,111230000,85952000,121340000,106180000,111230000,121340000,96064000,60672000,60672000,70784000,70784000,75840000,91008000,96064000,141570000,126400000,126400000,151680000,232580000,121340000,353920000,996030000,955580000,96064000,601660000,106180000,116290000,111230000,96064000,1334800000
28,purL,80896000,96064000,91008000,121340000,96064000,667390000,121340000,70784000,136510000,116290000,85952000,146620000,75840000,101120000,65728000,65728000,80896000,96064000,91008000,80896000,146620000,121340000,121340000,131460000,75840000,60672000,60672000,60672000,85952000,70784000,75840000,85952000,182020000,176960000,247740000,217410000,384260000,131460000,455040000,894910000,940420000,106180000,692670000,75840000,91008000,106180000,60672000,1279200000
29,purM,121340000,85952000,91008000,126400000,111230000,222460000,121340000,60672000,106180000,101120000,70784000,91008000,106180000,85952000,85952000,75840000,80896000,121340000,111230000,80896000,156740000,116290000,116290000,91008000,111230000,60672000,75840000,60672000,55616000,60672000,75840000,75840000,166850000,136510000,237630000,151680000,222460000,131460000,369090000,925250000,879740000,96064000,561220000,101120000,91008000,131460000,80896000,1314600000
30,pyrB,85952000,202240000,652220000,156740000,121340000,237630000,611780000,126400000,75840000,75840000,65728000,156740000,96064000,146620000,55616000,91008000,106180000,121340000,131460000,136510000,85952000,121340000,111230000,121340000,111230000,75840000,60672000,55616000,65728000,70784000,85952000,131460000,141570000,358980000,333700000,242690000,237630000,106180000,571330000,677500000,748290000,85952000,1016300000,80896000,85952000,96064000,70784000,1420700000
31,pyrC,111230000,207300000,278080000,374140000,121340000,217410000,85952000,91008000,101120000,91008000,70784000,136510000,121340000,151680000,75840000,85952000,96064000,101120000,106180000,116290000,96064000,126400000,126400000,80896000,146620000,80896000,60672000,70784000,70784000,75840000,55616000,91008000,136510000,126400000,192130000,217410000,606720000,111230000,601660000,859520000,687620000,80896000,960640000,106180000,101120000,116290000,65728000,1329700000
32,pyrD,101120000,267970000,293250000,480320000,116290000,313470000,111230000,136510000,116290000,101120000,85952000,176960000,146620000,217410000,121340000,136510000,121340000,131460000,151680000,156740000,136510000,141570000,146620000,116290000,121340000,121340000,106180000,121340000,111230000,161790000,136510000,106180000,176960000,176960000,247740000,318530000,753340000,151680000,642110000,899970000,748290000,126400000,1344900000,126400000,126400000,141570000,136510000,1329700000
33,pyrE,161790000,338750000,455040000,424700000,166850000,460100000,227520000,106180000,141570000,161790000,156740000,262910000,197180000,257860000,151680000,141570000,156740000,182020000,151680000,364030000,161790000,136510000,121340000,136510000,182020000,161790000,136510000,242690000,192130000,217410000,151680000,182020000,121340000,121340000,394370000,970750000,803900000,156740000,530880000,768510000,814020000,151680000,990980000,146620000,151680000,192130000,60672000,1334800000
34,pyrF,161790000,308420000,399420000,444930000,161790000,384260000,182020000,96064000,136510000,151680000,141570000,217410000,192130000,257860000,131460000,146620000,136510000,156740000,141570000,333700000,156740000,116290000,116290000,126400000,212350000,161790000,126400000,267970000,171900000,267970000,136510000,182020000,101120000,111230000,637060000,222460000,814020000,151680000,581440000,743230000,758400000,131460000,985920000,126400000,121340000,176960000,91008000,1304400000
35,lysA,571330000,965700000,950530000,1107300000,1117400000,1016300000,576380000,1046600000,1238700000,1405600000,207300000,1193200000,207300000,1188200000,171900000,338750000,151680000,187070000,419650000,364030000,1041500000,222460000,111230000,187070000,156740000,247740000,121340000,288190000,202240000,323580000,171900000,267970000,384260000,586500000,85952000,980860000,540990000,328640000,874690000,915140000,844350000,1046600000,1284200000,348860000,303360000,328640000,85952000,1299400000
36,tyrA,905020000,920190000,965700000,819070000,303360000,854460000,905020000,925250000,1041500000,1157800000,91008000,894910000,116290000,1076900000,161790000,96064000,126400000,146620000,207300000,161790000,980860000,126400000,192130000,161790000,131460000,182020000,166850000,187070000,151680000,318530000,222460000,303360000,237630000,247740000,1006100000,141570000,884800000,257860000,889860000,1147700000,970750000,652220000,1122400000,854460000,687620000,940420000,75840000,1294300000
37,trpA,1066800000,899970000,879740000,773570000,808960000,288190000,455040000,657280000,1137600000,1112300000,151680000,915140000,121340000,1061800000,136510000,546050000,323580000,187070000,262910000,591550000,1087000000,242690000,192130000,303360000,293250000,470210000,338750000,540990000,318530000,439870000,485380000,717950000,783680000,864580000,692670000,874690000,106180000,65728000,80896000,96064000,96064000,490430000,1122400000,702780000,702780000,894910000,60672000,1279200000
38,trpB,318530000,146620000,161790000,283140000,151680000,171900000,252800000,257860000,1107300000,990980000,101120000,637060000,85952000,566270000,101120000,85952000,91008000,96064000,91008000,101120000,364030000,146620000,131460000,126400000,131460000,176960000,146620000,171900000,151680000,141570000,131460000,156740000,176960000,176960000,308420000,273020000,80896000,80896000,60672000,65728000,91008000,267970000,1031400000,283140000,232580000,338750000,55616000,1258900000
39,trpC,1087000000,788740000,758400000,849410000,621890000,384260000,768510000,829180000,1420700000,1380300000,485380000,894910000,217410000,1167900000,232580000,288190000,217410000,217410000,192130000,227520000,985920000,252800000,217410000,288190000,257860000,460100000,358980000,505600000,364030000,409540000,480320000,586500000,419650000,485380000,702780000,864580000,116290000,65728000,126400000,65728000,1547100000,156740000,1506700000,642110000,601660000,712900000,156740000,1299400000
40,trpD,1173000000,894910000,1051600000,925250000,950530000,854460000,1370200000,1046600000,1435900000,1456100000,965700000,950530000,940420000,1243800000,546050000,960640000,652220000,606720000,485380000,667390000,1157800000,829180000,515710000,374140000,515710000,935360000,940420000,925250000,1001100000,647170000,707840000,839300000,637060000,697730000,864580000,980860000,126400000,96064000,80896000,80896000,404480000,819070000,1344900000,803900000,819070000,1051600000,65728000,1334800000
41,trpE,990980000,925250000,930300000,783680000,1016300000,869630000,905020000,1041500000,1375200000,1385300000,733120000,1061800000,965700000,1051600000,303360000,465150000,465150000,444930000,399420000,758400000,1112300000,728060000,657280000,576380000,642110000,905020000,970750000,915140000,960640000,733120000,702780000,717950000,753340000,819070000,601660000,1061800000,111230000,111230000,1653300000,449980000,60672000,930300000,1223600000,874690000,920190000,1107300000,45504000,1380300000
42,ilvC,101120000,166850000,116290000,80896000,101120000,1178000000,1016300000,915140000,80896000,70784000,80896000,1071900000,75840000,1087000000,101120000,91008000,85952000,101120000,176960000,212350000,80896000,106180000,126400000,131460000,106180000,91008000,106180000,101120000,106180000,106180000,126400000,126400000,151680000,171900000,793790000,293250000,697730000,156740000,192130000,323580000,960640000,65728000,1188200000,85952000,70784000,65728000,60672000,1557200000
43,ilvE,1056700000,1173000000,1167900000,1147700000,1021300000,1061800000,303360000,1147700000,1087000000,1233700000,131460000,1092100000,1066800000,1076900000,950530000,171900000,171900000,171900000,763460000,990980000,1092100000,394370000,915140000,156740000,222460000,530880000,616830000,566270000,353920000,1016300000,839300000,965700000,874690000,925250000,1324700000,1082000000,1051600000,965700000,1289300000,1162900000,1102200000,1319600000,55616000,1203300000,1193200000,1319600000,50560000,1395500000
44,leuB,91008000,96064000,85952000,121340000,85952000,116290000,844350000,778620000,85952000,75840000,75840000,273020000,101120000,338750000,96064000,75840000,80896000,85952000,91008000,75840000,70784000,116290000,111230000,126400000,101120000,91008000,106180000,80896000,106180000,121340000,121340000,121340000,151680000,192130000,273020000,753340000,358980000,121340000,743230000,778620000,829180000,75840000,1183100000,55616000,70784000,65728000,65728000,1360100000
45,leuD,121340000,70784000,91008000,101120000,85952000,96064000,854460000,778620000,75840000,70784000,75840000,520770000,111230000,834240000,96064000,75840000,85952000,75840000,70784000,65728000,70784000,111230000,116290000,75840000,111230000,85952000,111230000,85952000,106180000,121340000,111230000,116290000,136510000,136510000,293250000,586500000,161790000,116290000,743230000,844350000,910080000,55616000,1329700000,55616000,80896000,70784000,55616000,1400500000
46,leuC,333700000,101120000,80896000,136510000,101120000,116290000,879740000,879740000,65728000,70784000,75840000,616830000,85952000,1001100000,91008000,70784000,80896000,75840000,80896000,70784000,80896000,111230000,116290000,111230000,116290000,101120000,116290000,91008000,91008000,116290000,121340000,146620000,176960000,176960000,318530000,621890000,222460000,166850000,778620000,915140000,839300000,60672000,1309500000,55616000,60672000,70784000,60672000,1410600000
47,Negative,106180000,60672000,55616000,75840000,50560000,60672000,55616000,55616000,65728000,60672000,70784000,91008000,101120000,91008000,65728000,70784000,60672000,70784000,55616000,60672000,70784000,91008000,101120000,65728000,101120000,70784000,60672000,60672000,65728000,55616000,70784000,75840000,65728000,70784000,35392000,65728000,91008000,50560000,55616000,55616000,50560000,45504000,55616000,55616000,65728000,85952000,50560000,1400500000
48,Positive,1370200000,1385300000,1203300000,1370200000,1319600000,1208400000,1451100000,1203300000,1193200000,1152800000,1218500000,1167900000,1324700000,1319600000,1233700000,1425800000,1355000000,1173000000,1309500000,1355000000,1142700000,1223600000,1173000000,1178000000,1456100000,1435900000,1213400000,1461200000,1415700000,1223600000,1435900000,1405600000,1410600000,1203300000,1243800000,1218500000,1410600000,1223600000,1253900000,1269100000,1365100000,1274100000,1491500000,1203300000,1213400000,1223600000,1314600000,1400500000
