,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
25,purC,96064000,80896000,70784000,80896000,80896000,75840000,96064000,60672000,65728000,70784000,70784000,91008000,111230000,85952000,65728000,85952000,96064000,75840000,75840000,75840000,91008000,65728000,106180000,75840000,106180000,65728000,65728000,80896000,65728000,70784000,80896000,80896000,91008000,80896000,106180000,70784000,126400000,126400000,121340000,232580000,227520000,91008000,106180000,101120000,91008000,91008000,80896000,728060000
26,purD,65728000,80896000,75840000,70784000,85952000,75840000,75840000,75840000,75840000,80896000,80896000,136510000,85952000,70784000,75840000,75840000,70784000,80896000,80896000,75840000,75840000,91008000,101120000,106180000,65728000,75840000,65728000,80896000,80896000,65728000,75840000,80896000,75840000,60672000,91008000,126400000,101120000,96064000,121340000,252800000,283140000,80896000,91008000,91008000,91008000,85952000,75840000,783680000
27,purF,96064000,70784000,65728000,85952000,85952000,70784000,85952000,70784000,111230000,126400000,60672000,85952000,96064000,75840000,80896000,80896000,80896000,75840000,91008000,75840000,96064000,85952000,106180000,85952000,96064000,55616000,60672000,80896000,80896000,80896000,65728000,75840000,75840000,85952000,75840000,80896000,111230000,85952000,121340000,252800000,252800000,85952000,91008000,91008000,80896000,85952000,65728000,829180000
28,purL,65728000,85952000,75840000,75840000,85952000,80896000,101120000,55616000,80896000,96064000,80896000,116290000,96064000,96064000,80896000,70784000,80896000,75840000,75840000,70784000,85952000,65728000,91008000,116290000,75840000,80896000,80896000,80896000,85952000,80896000,80896000,75840000,75840000,75840000,80896000,116290000,96064000,106180000,131460000,318530000,343810000,85952000,85952000,80896000,91008000,96064000,80896000,798850000
29,purM,96064000,75840000,75840000,80896000,75840000,70784000,70784000,55616000,85952000,80896000,70784000,91008000,106180000,60672000,75840000,70784000,75840000,80896000,75840000,65728000,80896000,80896000,101120000,75840000,106180000,60672000,80896000,85952000,75840000,75840000,65728000,75840000,80896000,85952000,91008000,101120000,131460000,85952000,131460000,267970000,308420000,80896000,75840000,85952000,75840000,91008000,75840000,884800000
30,pyrB,70784000,80896000,70784000,75840000,75840000,70784000,85952000,70784000,65728000,70784000,65728000,111230000,91008000,101120000,75840000,65728000,80896000,65728000,91008000,91008000,75840000,75840000,85952000,101120000,75840000,75840000,65728000,75840000,80896000,75840000,80896000,80896000,91008000,85952000,106180000,116290000,85952000,96064000,101120000,247740000,207300000,85952000,85952000,80896000,75840000,91008000,75840000,824130000
31,pyrC,96064000,80896000,70784000,85952000,80896000,75840000,65728000,65728000,75840000,85952000,70784000,85952000,116290000,85952000,85952000,70784000,80896000,70784000,85952000,80896000,85952000,96064000,85952000,91008000,96064000,60672000,70784000,65728000,70784000,75840000,80896000,85952000,91008000,75840000,75840000,85952000,121340000,75840000,146620000,262910000,232580000,80896000,96064000,91008000,101120000,91008000,80896000,824130000
32,pyrD,96064000,96064000,91008000,91008000,85952000,80896000,91008000,75840000,80896000,91008000,85952000,131460000,106180000,116290000,96064000,96064000,85952000,75840000,85952000,91008000,106180000,80896000,106180000,111230000,91008000,65728000,75840000,80896000,80896000,75840000,75840000,80896000,111230000,91008000,101120000,136510000,96064000,106180000,161790000,333700000,318530000,101120000,106180000,106180000,101120000,101120000,85952000,783680000
33,pyrE,91008000,96064000,85952000,85952000,70784000,80896000,96064000,70784000,70784000,80896000,91008000,96064000,111230000,101120000,96064000,80896000,106180000,96064000,106180000,106180000,106180000,111230000,96064000,80896000,116290000,111230000,116290000,126400000,116290000,106180000,106180000,126400000,65728000,70784000,136510000,106180000,106180000,85952000,136510000,288190000,283140000,80896000,106180000,75840000,55616000,91008000,65728000,652220000
34,pyrF,80896000,75840000,91008000,85952000,85952000,80896000,85952000,80896000,85952000,80896000,85952000,131460000,96064000,96064000,85952000,101120000,96064000,91008000,75840000,116290000,96064000,91008000,101120000,116290000,141570000,101120000,106180000,121340000,121340000,111230000,101120000,126400000,75840000,60672000,131460000,126400000,91008000,80896000,126400000,273020000,262910000,70784000,91008000,60672000,65728000,70784000,65728000,738180000
35,lysA,101120000,80896000,80896000,96064000,85952000,85952000,85952000,85952000,126400000,131460000,116290000,126400000,101120000,91008000,75840000,121340000,106180000,101120000,96064000,101120000,101120000,91008000,70784000,96064000,126400000,116290000,101120000,106180000,111230000,116290000,85952000,91008000,116290000,121340000,55616000,161790000,126400000,91008000,111230000,212350000,166850000,75840000,106180000,55616000,65728000,85952000,45504000,839300000
36,tyrA,91008000,96064000,80896000,80896000,85952000,75840000,141570000,101120000,166850000,222460000,91008000,156740000,80896000,136510000,80896000,65728000,91008000,70784000,70784000,80896000,85952000,70784000,101120000,121340000,96064000,85952000,101120000,101120000,96064000,75840000,80896000,85952000,106180000,96064000,75840000,111230000,85952000,80896000,166850000,905020000,884800000,75840000,116290000,60672000,70784000,80896000,65728000,899970000
37,trpA,116290000,75840000,91008000,85952000,91008000,70784000,85952000,75840000,116290000,126400000,75840000,101120000,101120000,91008000,70784000,60672000,85952000,80896000,70784000,55616000,80896000,75840000,101120000,85952000,96064000,106180000,101120000,91008000,96064000,70784000,65728000,91008000,116290000,101120000,116290000,96064000,101120000,70784000,80896000,75840000,70784000,55616000,80896000,70784000,65728000,70784000,50560000,803900000
38,trpB,80896000,85952000,85952000,80896000,91008000,75840000,91008000,80896000,91008000,96064000,80896000,131460000,85952000,111230000,80896000,65728000,80896000,80896000,85952000,75840000,85952000,85952000,85952000,106180000,91008000,111230000,126400000,80896000,96064000,91008000,85952000,85952000,106180000,85952000,146620000,121340000,70784000,70784000,65728000,70784000,70784000,70784000,85952000,65728000,65728000,65728000,60672000,793790000
39,trpC,166850000,136510000,141570000,131460000,126400000,80896000,197180000,91008000,131460000,151680000,91008000,192130000,121340000,176960000,70784000,70784000,116290000,96064000,91008000,91008000,136510000,96064000,111230000,116290000,136510000,161790000,156740000,146620000,146620000,116290000,136510000,171900000,146620000,136510000,141570000,212350000,101120000,70784000,65728000,60672000,1162900000,80896000,141570000,91008000,101120000,101120000,50560000,829180000
40,trpD,374140000,495490000,485380000,358980000,232580000,126400000,566270000,161790000,207300000,697730000,273020000,485380000,141570000,424700000,166850000,171900000,237630000,222460000,197180000,262910000,308420000,161790000,156740000,247740000,212350000,293250000,318530000,338750000,298300000,212350000,227520000,308420000,257860000,242690000,278080000,965700000,106180000,80896000,75840000,65728000,182020000,141570000,171900000,273020000,262910000,364030000,75840000,798850000
41,trpE,338750000,358980000,394370000,298300000,192130000,106180000,515710000,131460000,207300000,389310000,156740000,439870000,131460000,399420000,131460000,146620000,252800000,237630000,207300000,192130000,384260000,151680000,156740000,242690000,187070000,308420000,328640000,374140000,298300000,207300000,222460000,313470000,257860000,252800000,187070000,874690000,101120000,75840000,1157800000,212350000,60672000,121340000,131460000,242690000,237630000,348860000,60672000,753340000
42,ilvC,70784000,85952000,85952000,85952000,80896000,75840000,106180000,75840000,91008000,85952000,91008000,136510000,85952000,91008000,80896000,85952000,80896000,80896000,70784000,91008000,85952000,80896000,91008000,116290000,80896000,70784000,80896000,75840000,75840000,75840000,80896000,91008000,96064000,85952000,70784000,126400000,75840000,75840000,75840000,131460000,121340000,65728000,111230000,65728000,70784000,60672000,60672000,819070000
43,ilvE,116290000,101120000,111230000,91008000,96064000,75840000,101120000,111230000,80896000,91008000,85952000,111230000,101120000,91008000,80896000,85952000,91008000,75840000,80896000,85952000,116290000,96064000,91008000,85952000,106180000,70784000,96064000,85952000,85952000,80896000,85952000,91008000,126400000,126400000,171900000,111230000,106180000,75840000,156740000,197180000,171900000,101120000,50560000,75840000,65728000,80896000,50560000,717950000
44,leuB,80896000,85952000,80896000,75840000,91008000,80896000,91008000,70784000,80896000,80896000,80896000,131460000,85952000,85952000,80896000,80896000,85952000,96064000,75840000,65728000,75840000,75840000,96064000,111230000,91008000,91008000,101120000,65728000,80896000,65728000,80896000,80896000,116290000,91008000,85952000,121340000,70784000,75840000,80896000,308420000,242690000,70784000,70784000,60672000,60672000,70784000,60672000,788740000
45,leuD,106180000,70784000,80896000,75840000,80896000,65728000,96064000,70784000,75840000,85952000,80896000,96064000,101120000,70784000,75840000,70784000,85952000,75840000,75840000,75840000,75840000,80896000,96064000,101120000,106180000,80896000,96064000,75840000,80896000,70784000,70784000,75840000,91008000,80896000,91008000,91008000,101120000,60672000,85952000,257860000,207300000,50560000,70784000,55616000,55616000,60672000,60672000,788740000
46,leuC,91008000,80896000,75840000,75840000,75840000,70784000,96064000,75840000,75840000,80896000,85952000,131460000,91008000,91008000,85952000,80896000,80896000,80896000,75840000,75840000,80896000,91008000,96064000,116290000,101120000,91008000,106180000,70784000,91008000,70784000,75840000,80896000,116290000,91008000,96064000,111230000,75840000,80896000,80896000,293250000,227520000,60672000,91008000,55616000,55616000,55616000,60672000,748290000
47,Negative,85952000,60672000,65728000,70784000,65728000,65728000,65728000,60672000,65728000,80896000,60672000,91008000,96064000,80896000,60672000,70784000,65728000,60672000,75840000,75840000,80896000,75840000,65728000,65728000,91008000,65728000,65728000,50560000,65728000,50560000,60672000,65728000,70784000,75840000,55616000,80896000,91008000,60672000,50560000,45504000,40448000,45504000,55616000,55616000,55616000,45504000,45504000,783680000
48,Positive,889860000,889860000,874690000,839300000,869630000,899970000,1051600000,990980000,854460000,814020000,915140000,945470000,728060000,834240000,647170000,864580000,591550000,652220000,652220000,717950000,687620000,697730000,763460000,808960000,844350000,829180000,829180000,601660000,667390000,743230000,743230000,697730000,581440000,723010000,738180000,808960000,829180000,874690000,925250000,945470000,935360000,874690000,879740000,905020000,889860000,945470000,894910000,1087000000
